fonts-droid-fallback,186,3894--SW--POY
r-cran-tibble,186,3894--SW--POY
libxcb-render-util0,186,3894--SW--POY
libk5crypto3,186,3894--SW--POY
fonts-tlwg-kinnari-ttf,186,3894--SW--POY
linux-modules-extra-5.4.0-146-generic,186,3894--SW--POY
libreoffice-ogltrans,186,3894--SW--POY
libss2,186,3894--SW--POY
libreoffice-style-galaxy,186,3894--SW--POY
libisccc160,186,3894--SW--POY
gir1.2-notify-0.7,186,3894--SW--POY
liblockfile-bin,186,3894--SW--POY
gvfs-backends,186,3894--SW--POY
gnome-shell-extension-appindicator,186,3894--SW--POY
libxcb-glx0,186,3894--SW--POY
libgles1,186,3894--SW--POY
libxcb-randr0,186,3894--SW--POY
libopencv-photo3.2,186,3894--SW--POY
xinetd,186,3894--SW--POY
libraptor2-0,186,3894--SW--POY
libqt4-declarative,186,3894--SW--POY
libhdf5-cpp-100,186,3894--SW--POY
cuda-driver-cross-aarch64-11-4,186,3894--SW--POY
r-cran-farver,186,3894--SW--POY
fonts-smc-anjalioldlipi,186,3894--SW--POY
fonts-tlwg-typist,186,3894--SW--POY
libgtk2.0-0,186,3894--SW--POY
libxcb-xinput0,186,3894--SW--POY
python3-xlsxwriter,186,3894--SW--POY
libaec0,186,3894--SW--POY
libopencv-viz-dev,186,3894--SW--POY
libestr0,186,3894--SW--POY
cuda-memcheck-10-2,186,3894--SW--POY
cuda-cudart-dev-10-2,186,3894--SW--POY
libexpat1,186,3894--SW--POY
libpaper-utils,186,3894--SW--POY
speech-dispatcher,186,3894--SW--POY
python-yaml,186,3894--SW--POY
libicu60,186,3894--SW--POY
ubuntu-release-upgrader-gtk,186,3894--SW--POY
secureboot-db,186,3894--SW--POY
libqt5dbus5,186,3894--SW--POY
libcc1-0,186,3894--SW--POY
r-cran-ps,186,3894--SW--POY
libgphoto2-port12,186,3894--SW--POY
libmailtools-perl,186,3894--SW--POY
python-asn1crypto,186,3894--SW--POY
libboost-stacktrace1.65-dev,186,3894--SW--POY
cuda-nvml-dev-11-4,186,3894--SW--POY
iptraf-ng,186,3894--SW--POY
libnvjpeg-11-4,186,3894--SW--POY
libparted2,186,3894--SW--POY
libcheese8,186,3894--SW--POY
python-roslib,186,3894--SW--POY
gstreamer1.0-libav,186,3894--SW--POY
libobjc4,186,3894--SW--POY
linux-hwe-5.4-headers-5.4.0-128,186,3894--SW--POY
less,186,3894--SW--POY
libavdevice57,186,3894--SW--POY
gir1.2-ibus-1.0,186,3894--SW--POY
libmwaw-0.3-3,186,3894--SW--POY
libcublas-cross-aarch64,186,3894--SW--POY
libid3tag0,186,3894--SW--POY
libgoa-backend-1.0-1,186,3894--SW--POY
libfont-afm-perl,186,3894--SW--POY
gtk2-engines-murrine,186,3894--SW--POY
linux-hwe-5.4-headers-5.4.0-144,186,3894--SW--POY
libpcre3-dev,186,3894--SW--POY
libwnck-3-common,186,3894--SW--POY
libtwolame0,186,3894--SW--POY
libdap25,186,3894--SW--POY
libboost-fiber1.65-dev,186,3894--SW--POY
libproj12,186,3894--SW--POY
language-pack-en-base,186,3894--SW--POY
gir1.2-atk-1.0,186,3894--SW--POY
lp-solve,186,3894--SW--POY
libchromaprint1,186,3894--SW--POY
libqtgui4,186,3894--SW--POY
libraw1394-11,186,3894--SW--POY
fonts-tlwg-typo-ttf,186,3894--SW--POY
libx264-152,186,3894--SW--POY
libqt5multimediawidgets5,186,3894--SW--POY
make,186,3894--SW--POY
liblzma5,186,3894--SW--POY
libboost-atomic1.65-dev,186,3894--SW--POY
libvolume-key1,186,3894--SW--POY
libgflags2.2,186,3894--SW--POY
libjson-glib-1.0-common,186,3894--SW--POY
fontconfig-config,186,3894--SW--POY
liblab-gamut1,186,3894--SW--POY
libboost-iostreams1.65.1,186,3894--SW--POY
r-recommended,186,3894--SW--POY
libsidplay1v5,186,3894--SW--POY
libreoffice-writer,186,3894--SW--POY
libmpeg2encpp-2.1-0,186,3894--SW--POY
libxcb-xfixes0,186,3894--SW--POY
libimage-magick-q16-perl,186,3894--SW--POY
zenity,186,3894--SW--POY
libusageenvironment3,186,3894--SW--POY
r-cran-svglite,186,3894--SW--POY
xserver-common,186,3894--SW--POY
libqqwing2v5,186,3894--SW--POY
libxcb-icccm4,186,3894--SW--POY
python3-pil,186,3894--SW--POY
gir1.2-gdm-1.0,186,3894--SW--POY
xserver-xorg-video-intel-hwe-18.04,186,3894--SW--POY
libgtk2.0-common,186,3894--SW--POY
libboost-stacktrace1.65.1,186,3894--SW--POY
apt-transport-https,186,3894--SW--POY
cuda-nsight-systems-11-4,186,3894--SW--POY
nsight-graphics-for-embeddedlinux-2022.3.0.0,186,3894--SW--POY
libhttp-date-perl,186,3894--SW--POY
klibc-utils,186,3894--SW--POY
gnome-settings-daemon,186,3894--SW--POY
tk8.6,186,3894--SW--POY
python3.8-vpi2,186,3894--SW--POY
libpam-gnome-keyring,186,3894--SW--POY
python3-cups,186,3894--SW--POY
python3-simplegeneric,186,3894--SW--POY
